#{"t_start": 1777453782.6772127, "env_id": "Reacher-v5"}
r,l,t
-53.304881,50,314.460436
-45.964546,50,314.619143
-46.91584,50,314.77531
-48.50872,50,314.957902
-49.915142,50,315.119654
-46.882875,50,315.271512
-44.169263,50,315.421581
-44.47533,50,315.579013
-42.925485,50,315.739125
-41.852334,50,315.898873
-46.275715,50,316.051413
-38.865816,50,316.210975
-47.34015,50,316.367761
-41.972883,50,316.521
-37.693005,50,316.688232
-44.993032,50,316.841153
-41.776259,50,317.010522
-41.26472,50,317.180785
-46.476659,50,326.035264
-42.992674,50,326.191803
-50.193786,50,326.352325
-44.368411,50,326.508267
-45.938566,50,326.65968
-40.164463,50,326.82369
-45.302678,50,327.029156
-47.468815,50,327.20628
-43.780318,50,327.376592
-43.205809,50,327.531464
-41.867664,50,327.708123
-40.779273,50,327.885004
-45.081355,50,328.03928
-45.047142,50,328.195942
-40.389261,50,328.352501
-47.484279,50,328.509937
-48.399598,50,328.674531
-48.812985,50,328.830973
-46.188298,50,328.994077
-41.60113,50,329.152471
-44.20073,50,329.304118
-40.428936,50,329.462472
-47.61329,50,329.611732
-54.15276,50,329.784757
-43.665007,50,329.961469
-36.447865,50,330.119373
-41.19746,50,330.268436
-41.72216,50,330.42478
-43.162325,50,330.586844
-43.076605,50,330.744949
-45.405452,50,330.906211
-45.150385,50,331.067834
-40.47231,50,331.222908
-37.259546,50,331.374372
-41.853769,50,331.529472
-44.525248,50,331.687567
-43.155287,50,331.842316
-42.200132,50,332.023232
-36.361486,50,332.186632
-38.89426,50,332.338399
-48.289931,50,332.49466
-43.138732,50,341.40385
-40.678638,50,341.560673
-39.181836,50,341.730727
-32.525466,50,341.880725
-45.901522,50,342.044507
-28.702739,50,342.212301
-40.541997,50,342.369054
-39.063175,50,342.534753
-44.482937,50,342.729575
-37.200766,50,342.910025
-39.988627,50,343.084503
-42.90061,50,343.261897
-35.321058,50,343.436493
-34.605082,50,343.60992
-43.207432,50,343.794459
-38.79519,50,343.96963
-45.130302,50,344.193978
-40.248323,50,344.373181
-41.045786,50,344.544947
-38.376476,50,344.746173
-33.27631,50,344.941831
-37.149905,50,345.117628
-39.098518,50,345.303715
-36.941382,50,345.473228
-35.950585,50,345.647497
-44.738735,50,345.821845
-30.697162,50,345.998517
-37.609831,50,346.194729
-40.296563,50,346.377892
-39.48049,50,346.551622
-41.319499,50,346.73407
-43.528999,50,346.935719
-40.274112,50,347.123826
-44.954732,50,347.309615
-36.57653,50,347.484147
-42.904327,50,347.655771
-35.737514,50,347.836572
-38.136668,50,348.010945
-42.218708,50,348.198127
-36.905706,50,348.374201
-39.953234,50,348.550507
-49.905379,50,357.577667
-34.044127,50,357.771659
-40.624297,50,357.940877
-43.397979,50,358.12597
-35.44686,50,358.324814
-30.818644,50,358.526011
-37.964944,50,358.740446
-36.805671,50,358.90474
-33.1719,50,359.08161
-37.024578,50,359.249916
-37.017466,50,359.40916
-38.95028,50,359.575643
-39.200841,50,359.769608
-35.795519,50,359.970437
-42.312665,50,360.151321
-39.565516,50,360.319658
-37.432363,50,360.492969
-38.464778,50,360.708145
-33.476235,50,360.8956
-33.212949,50,361.08531
-35.104026,50,361.2664
-35.466852,50,361.447198
-34.539024,50,361.629045
-41.741058,50,361.816253
-39.231741,50,362.010342
-36.953243,50,362.179128
-39.219216,50,362.350781
-35.957893,50,362.5262
-36.161836,50,362.710397
-39.031859,50,362.889192
-34.799711,50,363.045793
-39.458111,50,363.220165
-37.193597,50,363.387577
-37.331715,50,363.543438
-40.100999,50,363.709454
-42.609771,50,363.882225
-34.748865,50,364.070473
-37.727425,50,364.238718
-34.381678,50,364.400627
-37.601733,50,364.56928
-39.91409,50,364.738196
-33.046718,50,374.105182
-34.05108,50,374.265637
-35.732955,50,374.426927
-36.265486,50,374.585323
-39.121109,50,374.776619
-35.562902,50,374.94823
-32.818736,50,375.110326
-39.932613,50,375.270162
-32.892642,50,375.432662
-39.449997,50,375.585742
-38.410834,50,375.747566
-33.329561,50,375.902078
-40.999854,50,376.053611
-38.042986,50,376.210667
-40.390782,50,376.362378
-36.177951,50,376.527493
-36.970376,50,376.687032
-41.534693,50,376.863807
-40.537165,50,377.034525
-37.078752,50,377.197313
-37.03854,50,377.370368
-37.572484,50,377.536379
-37.673445,50,377.694774
-39.227114,50,377.846262
-31.605809,50,378.009547
-32.356566,50,378.171537
-34.588971,50,378.32412
-38.926778,50,378.488112
-34.826439,50,378.640471
-36.943621,50,378.807425
-32.260963,50,379.037267
-37.302182,50,379.200109
-33.65329,50,379.359209
-32.940717,50,379.525339
-33.517243,50,379.691173
-31.582284,50,379.854007
-38.372458,50,380.016659
-41.980053,50,380.171503
-32.491465,50,380.334164
-33.608803,50,380.498114
-34.520593,50,380.659672
-26.512785,50,389.548208
-31.202467,50,389.735529
-29.729402,50,389.901979
-27.218337,50,390.055089
-36.547554,50,390.216557
-31.884965,50,390.374933
-32.398856,50,390.534651
-31.972471,50,390.697235
-34.623676,50,390.853865
-34.427598,50,391.012741
-29.082225,50,391.173511
-27.427371,50,391.331866
-35.003526,50,391.488967
-29.56325,50,391.650241
-36.161032,50,391.833495
-34.285101,50,392.034747
-34.502389,50,392.201424
-42.340345,50,392.373139
-36.56264,50,392.560225
-30.115552,50,392.746032
-37.063629,50,392.906538
-32.801591,50,393.06104
-30.491853,50,393.215362
-37.306048,50,393.377525
-36.728528,50,393.533257
-30.862341,50,393.700639
-32.676372,50,393.86724
-30.33792,50,394.053381
-30.681205,50,394.214397
-39.534941,50,394.389401
-35.102361,50,394.56372
-30.766573,50,394.738579
-37.090055,50,394.900723
-35.871125,50,395.054511
-35.817897,50,395.212976
-36.923071,50,395.403926
-32.110695,50,395.619132
-34.84401,50,395.821513
-41.708273,50,396.010982
-26.576091,50,396.237038
-36.62032,50,405.367493
