#{"t_start": 1777396576.1034884, "env_id": "None"}
r,l,t
-3.784469,100,211.759806
-7.774037,100,212.095293
-2.394438,100,212.427937
-8.465299,100,212.753336
-10.359186,100,213.086232
-8.504221,100,213.412457
-8.180996,100,213.738826
-6.676039,100,214.075416
-5.8459,100,214.416085
-4.372307,100,214.749686
-2.774494,100,215.087993
-7.903889,100,215.415202
-9.109736,100,215.745192
-8.035779,100,216.089293
-7.545058,100,218.403494
-6.386907,100,218.711558
-9.745241,100,219.010884
-9.533968,100,219.321887
-4.168721,100,219.631667
-7.251659,100,219.946248
-7.276197,100,220.262967
-5.151865,100,220.601824
-11.294623,100,220.927023
-6.675034,100,221.244537
-2.361393,100,221.577977
-10.272505,100,221.902883
-2.996988,100,222.224216
-7.778295,100,222.554012
-5.023888,100,222.884212
-3.58523,100,223.209413
-4.456989,100,223.558797
-9.846101,100,223.891545
-7.972395,100,224.224459
-4.471623,100,224.562676
-8.866252,100,226.976829
-3.817911,100,227.276055
-9.333248,100,227.581684
-11.802714,100,227.90434
-3.507206,100,228.212422
-10.683655,100,228.52686
-7.806378,100,228.865981
-7.074157,100,229.185776
-9.507633,100,229.503421
-10.268412,100,229.833479
-2.246004,100,230.164051
-7.932499,100,230.482804
-7.538287,100,230.815219
-3.401559,100,231.150616
-3.187345,100,231.476123
-8.024155,100,231.804716
-4.191447,100,232.149391
-5.906783,100,232.482301
-2.817231,100,232.815197
-4.692548,100,233.162779
-1.08993,100,235.511969
-10.365338,100,235.821177
-3.661166,100,236.129309
-6.497388,100,236.431381
-6.409048,100,236.729507
-10.360989,100,237.03187
-10.539445,100,237.356583
-8.775135,100,237.672049
-6.802289,100,237.993721
-9.872346,100,238.323847
-7.564971,100,238.648284
-7.793567,100,238.969416
-7.759477,100,239.30849
-8.940395,100,239.631221
-6.049108,100,239.960374
-8.921503,100,240.299898
-8.191322,100,240.637573
-5.210147,100,240.969481
-10.536903,100,241.310677
-7.889073,100,241.653801
-9.147113,100,241.989086
-9.483804,100,244.390182
-3.382098,100,244.698104
-4.467016,100,245.003756
-10.766123,100,245.314892
-7.400309,100,245.628844
-3.68147,100,245.940551
-10.140207,100,246.257513
-5.346166,100,246.578347
-8.860458,100,246.903339
-8.429214,100,247.225626
-8.395142,100,247.557871
-9.510866,100,247.89847
-3.551288,100,248.223649
-9.456579,100,248.545359
-8.66255,100,248.888766
-6.954624,100,249.225106
-9.765964,100,249.572413
-6.730829,100,249.919236
-5.56768,100,250.24966
-7.329967,100,250.581772
-10.120317,100,252.915226
-3.38764,100,253.228034
-8.200799,100,253.53998
-8.432363,100,253.848446
-4.8225,100,254.167822
-5.232079,100,254.47511
-6.774783,100,254.788104
-2.543816,100,255.112841
-6.390715,100,255.427969
-8.976977,100,255.757794
-10.390485,100,256.102692
-3.802402,100,256.421525
-7.958706,100,256.749684
-6.880732,100,257.077429
-11.298495,100,257.408954
-5.936465,100,257.750861
-9.041592,100,258.076479
-3.15731,100,258.411861
-7.131367,100,258.741537
-9.446023,100,259.074005
-6.073685,100,259.421632
-10.901033,100,261.756379
-7.157176,100,262.065016
-8.166689,100,262.369018
-6.661452,100,262.684418
-5.744389,100,262.993475
-8.642663,100,263.30655
-10.913866,100,263.632945
-7.726052,100,263.959391
-8.546985,100,264.278434
-3.849231,100,264.617557
-6.812381,100,264.93852
-10.540826,100,265.258314
-10.257398,100,265.587881
-3.834851,100,265.921793
-10.060761,100,266.24971
-8.003199,100,266.571581
-7.769189,100,266.908382
-10.162135,100,267.245132
-7.576529,100,267.575687
-9.553342,100,267.915674
-10.4981,100,270.242343
-11.249126,100,270.543404
-5.396502,100,270.860425
-9.187463,100,271.164895
-5.35089,100,271.474646
-7.365565,100,271.782992
-3.393284,100,272.118782
-9.821104,100,272.431792
-9.747192,100,272.741846
-7.18381,100,273.072618
-10.291205,100,273.388279
-5.131738,100,273.707726
-5.082849,100,274.035739
-2.209082,100,274.362988
-7.619825,100,274.686183
-12.393413,100,275.007768
-6.287839,100,275.348724
-8.528257,100,275.689005
-4.409873,100,276.015177
-2.242345,100,276.366485
-10.75531,100,276.697837
-8.882245,100,279.010923
-6.330921,100,279.316457
-3.099376,100,279.614914
-2.623125,100,279.921768
-7.622477,100,280.227472
-10.829826,100,280.552978
-9.491442,100,280.868285
-6.508305,100,281.182944
-9.923308,100,281.512323
-7.064332,100,281.833122
-8.844879,100,282.154929
-8.326726,100,282.494359
-7.824685,100,282.809018
-9.16547,100,283.139711
-8.695093,100,283.471589
-6.551224,100,283.797108
-7.289822,100,284.127611
-6.337006,100,284.46235
-9.636675,100,284.799661
-14.961748,100,285.131322
-4.541005,100,287.469606
-6.928991,100,287.789869
-4.157707,100,288.090722
-3.540399,100,288.386364
-7.188289,100,288.705264
-8.86799,100,289.026046
-6.025276,100,289.341775
-4.958758,100,289.658652
-6.395629,100,289.986309
-8.966045,100,290.306098
-2.833666,100,290.642029
-8.775928,100,290.979589
-14.025467,100,291.305996
-4.964188,100,291.627728
-6.950654,100,291.965264
-6.653568,100,292.292163
-8.605844,100,292.627308
-9.057081,100,292.978669
-7.691019,100,293.319512
-8.980756,100,293.651139
-8.613511,100,293.987828
-3.840207,100,296.322768
-9.815025,100,296.623154
-7.17208,100,296.938573
-5.506533,100,297.257201
-7.678476,100,297.566729
-9.277666,100,297.876551
-1.237575,100,298.192005
-4.24009,100,298.52239
-5.295171,100,298.855926
-7.661118,100,299.17743
-8.158352,100,299.510248
-8.317791,100,299.840085
-7.723044,100,300.163053
-7.189732,100,300.502327
-3.700036,100,300.824582
-1.625844,100,301.162113
-8.6113,100,301.502334
-10.450493,100,301.828747
-0.574575,100,302.160536
-6.622354,100,302.502096
-8.2721,100,304.819582
-8.634986,100,305.140202
-8.16948,100,305.43885
-9.011854,100,305.754848
-9.1488,100,306.054715
-6.799864,100,306.369937
-6.221321,100,306.691972
-1.764769,100,307.010694
-7.094926,100,307.334968
-4.965817,100,307.656211
-8.81498,100,307.98464
-9.999212,100,308.31123
-9.257757,100,308.627859
-2.970829,100,308.962606
-4.531393,100,309.295416
